Country Name,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
India,4.5882E+11,4.68395E+11,4.85441E+11,5.14938E+11,6.07699E+11,7.09149E+11,8.20382E+11,9.4026E+11,1.21674E+12,1.1989E+12,1.34189E+12,1.67562E+12,1.82305E+12,1.82764E+12,1.85672E+12,2.03913E+12,2.10359E+12,2.29043E+12,2.65224E+12,2.71873E+12
Not classified,,,,,,,,,,,,,,,,,,,,
Ireland,98692079267,99852958356,1.09135E+11,1.2795E+11,1.64285E+11,1.93871E+11,2.11649E+11,2.32083E+11,2.69918E+11,2.75039E+11,2.36316E+11,2.22149E+11,2.37472E+11,2.24999E+11,2.38544E+11,2.58472E+11,2.915E+11,3.00523E+11,3.34834E+11,3.82487E+11
"Iran, Islamic Rep.",1.13848E+11,1.09592E+11,1.26879E+11,1.28627E+11,1.53545E+11,1.90043E+11,2.26452E+11,2.66299E+11,3.49882E+11,4.06071E+11,4.14059E+11,4.8707E+11,5.835E+11,5.98853E+11,4.67415E+11,4.34475E+11,3.85874E+11,4.18977E+11,4.54013E+11,
Iraq,,,,,,36627901762,49954890353,65140293688,88840050497,1.31614E+11,1.11661E+11,1.38517E+11,1.8575E+11,2.18001E+11,2.34638E+11,2.34648E+11,1.77499E+11,1.74879E+11,1.95473E+11,2.24228E+11
Iceland,8971609106,9003639475,8205357164,9294651863,11414054861,13834751482,16812529924,17216417442,21514962937,17905251832,13164652894,13683689802,15158548597,14724078264,16033517529,17758089312,17344165907,20716024757,24489493459,25878475760
Israel,1.17112E+11,1.32343E+11,1.30756E+11,1.21124E+11,1.26966E+11,1.35477E+11,1.42529E+11,1.54034E+11,1.78959E+11,2.16105E+11,2.07468E+11,2.33996E+11,2.61469E+11,2.5718E+11,2.92636E+11,3.09558E+11,2.99813E+11,3.18951E+11,3.53253E+11,3.70588E+11
Italy,1.25202E+12,1.14383E+12,1.16701E+12,1.27071E+12,1.57415E+12,1.80323E+12,1.85752E+12,1.94792E+12,2.21029E+12,2.39886E+12,2.19124E+12,2.13402E+12,2.29199E+12,2.08708E+12,2.14132E+12,2.15913E+12,1.8359E+12,1.87558E+12,1.95696E+12,2.08386E+12
Jamaica,8851581633,8985352832,9178016493,9694169757,9399447609,10150978155,11204416000,11901911988,12827809965,13680482787,12067478478,13220556883,14444655300,14807086889,14262589158,13897804560,14187696311,14075894320,14806340821,15713908816
Jordan,8263921016,8579280677,9101452750,9716868829,10338730606,11571424542,12765218618,15268053597,17350521862,22279907003,24154000000,26795901408,29244647887,31371056338,34064873239,36329267606,38043450704,39196676056,40708943662,42231295775
Japan,4.56208E+12,4.88752E+12,4.30354E+12,4.11512E+12,4.44566E+12,4.81515E+12,4.75541E+12,4.53038E+12,4.51526E+12,5.03791E+12,5.23138E+12,5.7001E+12,6.15746E+12,6.20321E+12,5.15572E+12,4.85041E+12,4.38948E+12,4.92667E+12,4.85995E+12,4.97132E+12
Kazakhstan,16870817135,18291990619,22152694162,24636593223,30833699703,43151647003,57123671734,81003884545,1.0485E+11,1.33442E+11,1.15309E+11,1.48047E+11,1.92627E+11,2.07999E+11,2.36635E+11,2.21416E+11,1.84388E+11,1.37278E+11,1.66806E+11,1.7934E+11
Kenya,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737897745,25825524821,31958195182,35895153328,37021512049,40000088347,41953433591,50412754861,55096728048,61448046802,64007750179,69188755511,78757391333,87908262520
Kyrgyz Republic,1249061487,1369688498,1525116370,1605643105,1919008090,2211534585,2460248026,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6678178340,6813092066,7702934800,8092836609
Cambodia,3517242477,3677897739,3984000517,4284028483,4658246918,5337833248,6293046162,7274595707,8639235842,10351914093,10401851851,11242275199,12829541141,14054443213,15227991395,16702610842,18049954289,20159271965,22180376506,24542474061
Kiribati,69032258.06,67254174.4,63101272.37,72196457.68,90231856.8,102367039.3,112133944.3,110234939.8,132671743,141042610.3,132420059.3,156120895.2,181705002.6,190243321.6,185113921.6,179703443.3,171117872.4,178328873,185572501.5,188284518.8
St. Kitts and Nevis,406597041.5,433520483.4,475443703,497328958.6,486344344.3,529250444.4,577730925.9,657227370.4,723938703.7,793368444.4,767066407.4,760170370.4,817759259.3,800414814.8,839774074.1,916566666.7,923155555.6,971166666.7,996944444.4,1010822222
"Korea, Rep.",4.85248E+11,5.61633E+11,5.33052E+11,6.0902E+11,6.80521E+11,7.64881E+11,8.98137E+11,1.0118E+12,1.12268E+12,1.00222E+12,9.01935E+11,1.0945E+12,1.20246E+12,1.22281E+12,1.3056E+12,1.41133E+12,1.38276E+12,1.4148E+12,1.53075E+12,1.61942E+12
Kuwait,30123850197,37712842243,34887512227,38137545245,47876510067,59439090601,80798630137,1.01549E+11,1.1464E+11,1.47395E+11,1.05963E+11,1.15419E+11,1.54028E+11,1.7407E+11,1.74161E+11,1.62632E+11,1.14567E+11,1.0942E+11,1.20708E+11,1.40645E+11
Latin America & Caribbean (excluding high income),1.87718E+12,2.0825E+12,2.03338E+12,1.80903E+12,1.84147E+12,2.11865E+12,2.57488E+12,3.02267E+12,3.5855E+12,4.19787E+12,3.93361E+12,4.90459E+12,5.58503E+12,5.62167E+12,5.7486E+12,5.88388E+12,4.99974E+12,4.86158E+12,5.40956E+12,5.20464E+12
Lao PDR,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558726,3452882514,4222962988,5443915121,5832915387,7127792630,8749241114,10191350120,11942230508,13268458232,14390442307,15805692546,16853087485,17953786416
Lebanon,17391056369,17260364842,17649751244,19152238806,20082918740,21145518600,21489962080,22048664306,24873482492,29227542760,35477299024,38419626534,40075674295,44230727695,46866579768,48296099502,49973893201,51239050083,53393799668,56639155556
Liberia,,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2721000000,3067000000,3144000000,3177000000,3277826000,3285455000,3264000000
Libya,35976714101,38270206950,34110064452,20481889764,26265625000,33122307692,47334148578,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81873662519,65502870174,41142722414,27842131480,26197143268,37881431913,48364208571
St. Lucia,824732888.9,834327296.3,798333814.8,805069148.1,883314333.3,954317407.4,1015934667,1134567222,1279428222,1286720333,1278745519,1399203481,1444269667,1440016852,1483814333,1559072148,1659110889,1701596815,1816728741,1921848222
Latin America & Caribbean,2.07449E+12,2.28827E+12,2.23882E+12,2.00889E+12,2.05239E+12,2.36534E+12,2.85977E+12,3.35277E+12,3.94951E+12,4.58975E+12,4.31343E+12,5.34767E+12,6.08041E+12,6.14322E+12,6.29512E+12,6.41768E+12,5.52148E+12,5.39358E+12,5.97717E+12,5.80058E+12
Least developed countries: UN classification,1.87831E+11,2.12611E+11,2.02659E+11,2.20117E+11,2.49839E+11,2.8734E+11,3.37477E+11,3.95274E+11,4.74808E+11,5.89195E+11,5.8817E+11,6.74362E+11,7.72709E+11,8.29424E+11,9.00835E+11,9.73459E+11,9.62443E+11,9.72597E+11,1.0916E+12,1.06464E+12
Low income,1.15974E+11,1.38197E+11,1.29523E+11,1.37876E+11,1.49853E+11,1.72519E+11,1.9781E+11,2.22957E+11,2.69645E+11,3.29703E+11,3.38446E+11,3.70612E+11,4.1314E+11,4.5125E+11,4.97213E+11,5.28351E+11,5.20118E+11,5.08652E+11,5.42716E+11,5.8823E+11
Liechtenstein,2664026095,2483953103,2491822707,2688630823,3070691320,3454362686,3659251526,4000239273,4601299567,5081432924,4504549214,5082366478,5739977477,5456009385,6391735894,6657170923,6268391521,6214633651,,
Sri Lanka,15656327860,16330814180,15749753805,16536535647,18881765437,20662525941,24405791045,28279814925,32350248411,40713812310,42066217872,56725749222,65292753005,68434409315,74317806538,79356449841,80604080689,82401038710,88019706804,88900770858
Lower middle income,1.23084E+12,1.29232E+12,1.30939E+12,1.41293E+12,1.62144E+12,1.86108E+12,2.15797E+12,2.59221E+12,3.17696E+12,3.5599E+12,3.64544E+12,4.46926E+12,5.04998E+12,5.29906E+12,5.53342E+12,5.82721E+12,5.78456E+12,6.02434E+12,6.52176E+12,6.70206E+12
Low & middle income,5.48509E+12,5.98603E+12,6.05612E+12,6.18141E+12,6.96452E+12,8.2701E+12,9.86586E+12,1.17452E+13,1.45537E+13,1.747E+13,1.70563E+13,2.06983E+13,2.44402E+13,2.6081E+13,2.76421E+13,2.86586E+13,2.71805E+13,2.72932E+13,2.99439E+13,3.17362E+13
Lesotho,912771290.6,887295267.9,825706961.2,775780697.7,1157832935,1511236656,1682350935,1800105590,1716262753,1758534995,1773199523,2394600945,2792049477,2677545056,2533992455,2608269552,2289799040,2314323471,2565352373,2738786278
Late-demographic dividend,3.09758E+12,3.40227E+12,3.51624E+12,3.72485E+12,4.24518E+12,5.10471E+12,6.16303E+12,7.43804E+12,9.37149E+12,1.16511E+13,1.12601E+13,1.35055E+13,1.64631E+13,1.76099E+13,1.89835E+13,1.96635E+13,1.84242E+13,1.84245E+13,2.03669E+13,2.21832E+13
Lithuania,10972878636,11539211480,12252498921,14278357284,18802576988,22649930576,26125575942,30216060233,39738180077,47850551149,37440673478,37024718365,43419061504,42826586830,46450990764,48485169331,41392396558,43021972485,47632961168,53429066429
Luxembourg,22235929043,21263514833,21272418792,23616328816,29557325056,34685281848,37347394603,42414308117,50888134410,55849686539,51370543206,53212476812,60004630234,56677961787,61739352212,66103853237,57744457955,60691483443,64023412340,70885325883
Latvia,7518044679,7934206257,8334748153,9529948840,11731703358,14355307662,16909366521,21436812139,30897981124,35657998831,26250900751,23796118301,28246551197,28170812352,30276485436,31382780146,27090019663,27734140217,30198231776,34409229178
"Macao SAR, China",6490571704,6720492406,6811227983,7322677820,8195033162,10585624891,12092222042,14789661809,18340447243,20917444920,21475520709,28123640999,36709860068,43031577366,51552075902,55347998648,45361678147,45387299721,50751059058,55084050790
St. Martin (French part),,,,,,,,,,,,,,,,,,,,
Morocco,41632027600,38857251336,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041294874,92507257784,92897320376,93216746662,1.0137E+11,98266306615,1.06826E+11,1.10081E+11,1.0118E+11,1.03312E+11,1.09714E+11,1.17921E+11
Monaco,2906009308,2647883816,2671424966,2905840862,3589126975,4110169853,4203084194,4582988333,5867916781,6476490406,5451653237,5362649007,6080344732,5743029680,6553372278,7060236168,6258844405,6468694690,6415370746,7184844193
Moldova,1170782957,1288429392,1480673594,1661818168,1980907435,2598249556,2988348836,3408244549,4401189466,6054849885,5439422031,6974960426,8414360571,8709165249,9496684622,9510219299,7745231660,8071480541,9669759987,11443671436
Madagascar,3717515283,3877673539,4529575348,4397254608,5474030080,4363934494,5039293031,5515884349,8524620739,10725137931,9616879571,9982711338,11551819618,11578974888,12423555269,12522957228,11323020829,11848613735,13176313594,13853432868
Maldives,589239753.6,624337145.3,870179738.6,897031250,1052121055,1226829563,1163362438,1575200391,1868383461,2271646188,2345294875,2588176055,2774351760,2886170572,3295011382,3697351597,4109424800,4379136462,4735989972,5327457150
Middle East & North Africa,8.66777E+11,9.66989E+11,9.70608E+11,9.66761E+11,1.08916E+12,1.27144E+12,1.53049E+12,1.79141E+12,2.12411E+12,2.64834E+12,2.36858E+12,2.76861E+12,3.28246E+12,3.57583E+12,3.55385E+12,3.56936E+12,3.14592E+12,3.1541E+12,3.27313E+12,3.61054E+12
Mexico,6.00233E+11,7.07907E+11,7.56706E+11,7.72106E+11,7.29336E+11,7.82241E+11,8.77476E+11,9.75387E+11,1.0527E+12,1.10999E+12,9.00045E+11,1.0578E+12,1.18049E+12,1.20109E+12,1.27444E+12,1.31456E+12,1.17056E+12,1.0779E+12,1.15774E+12,1.2207E+12
Marshall Islands,114326300,115347500,122824000,131738200,131398500,133806400,141922500,145474100,153884600,153135800,151772600,162164700,174332100,182874800,187707400,184689500,184599600,200558400,212881000,221278000
Middle income,5.37068E+12,5.85107E+12,5.92857E+12,6.04626E+12,6.8172E+12,8.10007E+12,9.6702E+12,1.15236E+13,1.4285E+13,1.71429E+13,1.67238E+13,2.03266E+13,2.40207E+13,2.56252E+13,2.71441E+13,2.81321E+13,2.66658E+13,2.67871E+13,2.94007E+13,3.11501E+13
North Macedonia,3863743409,3772851420,3709637830,4018365247,4946292775,5682719260,6258600714,6861222332,8336478142,9909548411,9401731496,9407168702,10494632699,9745251126,10817712139,11362272838,10064515432,10672471861,11279509014,12672131053
Mali,3439463140,2954129566,3465305993,3889758024,4703504467,5444474268,6245031690,6899799786,8145694632,9750822511,10181021770,10678749467,12978107561,12442747897,13246412031,14345831015,13099497220,14010787738,15337740141,17163432832
Malta,4127313818,4306192436,4331870648,4689832690,5456583589,6062780269,6394851387,6757119558,7880509171,8977149553,8528202278,8749171417,9510019135,9209873466,10154463059,11303729347,10715545899,11452895367,12768671650,14553422929
Myanmar,,8905066164,6477790688,6777632512,10467109978,10567354056,11986972419,14502553710,20182477481,31862554102,36906181381,49540813342,59977326086,59937797559,60269734045,65446199788,59687410897,63256184700,66719084253,71214803378
Middle East & North Africa (excluding high income),4.35806E+11,4.516E+11,4.67287E+11,4.5358E+11,5.11712E+11,5.93092E+11,6.98659E+11,8.11723E+11,1.00334E+12,1.23568E+12,1.19616E+12,1.38388E+12,1.56896E+12,1.72913E+12,1.62455E+12,1.59871E+12,1.44189E+12,1.45815E+12,1.43962E+12,
Montenegro,,984297589.4,1159869246,1284685051,1707710053,2073234418,2257174481,2721903149,3680710375,4545674528,4159328980,4139192053,4538199889,4087725813,4464261816,4587928884,4052913386,4374128319,4844592067,5504166667
Mongolia,1057408589,1136896124,1267997934,1396555720,1595297356,1992066808,2523471532,3414055566,4234999823,5623216449,4583850368,7189481824,10409797649,12292770631,12582122604,12226514722,11749620620,11186734674,11425755280,13066749138
Northern Mariana Islands,,,,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,733000000,751000000,782000000,845000000,931000000,1250000000,1601000000,1323000000
Mozambique,5888561099,5553894130,5311092496,5623299278,6254047514,7589038160,8512116725,9149485071,10423424155,12574681498,11899763735,11087646868,14381552433,16350804543,16974320551,17716084108,15950969019,11936999283,13219084261,14717223207
Mauritania,1405662877,1293654177,1295539954,1324427094,1563074858,1833444740,2184447591,3040716679,3356753170,4031053345,3662279343,4337794153,5166346516,5231255478,5639818812,5391555434,4828858025,4679346591,4905893855,5234817927
Mauritius,4343710333,4663313620,4613630623,4841310240,5816553827,6578844486,6488750453,7028803366,8150138757,9990370016,9128843109,10003670690,11518393367,11668685524,12129642296,12803445934,11692287066,12232463656,13259351418,14220348673
Malawi,1775921718,1743506531,1716502862,3495748398,3208837077,3476094499,3655909664,3998020177,4432937046,5321012192,6191127665,6959655571,8004000737,6028487929,5518880769,6047813437,6373212641,5433040160,6303292264,7064971176
Malaysia,79148421053,93789736842,92783947368,1.00846E+11,1.10202E+11,1.24749E+11,1.43534E+11,1.62691E+11,1.93548E+11,2.30814E+11,2.02258E+11,2.55017E+11,2.97952E+11,3.14443E+11,3.23277E+11,3.38062E+11,3.01355E+11,3.01255E+11,3.18958E+11,3.58582E+11
North America,1.03101E+13,1.09981E+13,1.13219E+13,1.16983E+13,1.23548E+13,1.32414E+13,1.42109E+13,1.51354E+13,1.59227E+13,1.62681E+13,1.58259E+13,1.66113E+13,1.73373E+13,1.80265E+13,1.86324E+13,1.9329E+13,1.97781E+13,2.02399E+13,2.11386E+13,2.22643E+13
Namibia,3818954448,3833993703,3476452446,3275669889,4811994025,6480441754,7121391946,7835043624,8740865600,8486721917,8876191121,11282192605,12409629836,13016272899,12717790505,12786078008,11650656642,11286139080,13566192144,14521711634
New Caledonia,3056999988,2682347064,,,,,,,,,,,,,,,,,,
Niger,2018193703,1798374468,1945327565,2170481509,2731416346,3052898739,3405134832,3646728060,4291363391,5379299888,5373097441,5718664505,6409184724,6942258305,7667952566,8229731384,7217667781,7528285444,8119710126,9290938457
Nigeria,59372613486,69448756933,74030364472,95385819321,1.04912E+11,1.36386E+11,1.76134E+11,2.36104E+11,2.75626E+11,3.37036E+11,2.9188E+11,3.6336E+11,4.10335E+11,4.59376E+11,5.14966E+11,5.68499E+11,4.94583E+11,4.0465E+11,3.75745E+11,3.9727E+11
Nicaragua,4855717875,5107329007,5323146566,5224213018,5322454926,5795568205,6321335612,6763688105,7423367753,8496998229,8298729074,8758639096,9774351931,10532006608,10982938826,11880395548,12756706583,13286048705,13843612005,13117845417
Netherlands,4.46899E+11,4.16443E+11,4.31213E+11,4.71614E+11,5.78792E+11,6.57172E+11,6.85093E+11,7.33341E+11,8.47482E+11,9.47998E+11,8.68077E+11,8.46555E+11,9.04086E+11,8.38971E+11,8.76924E+11,8.90981E+11,7.65265E+11,7.83528E+11,8.3181E+11,9.13658E+11
Norway,1.62284E+11,1.71247E+11,1.73972E+11,1.95524E+11,2.28859E+11,2.64512E+11,3.08884E+11,3.45581E+11,4.00937E+11,4.6225E+11,3.8619E+11,4.28757E+11,4.98283E+11,5.09506E+11,5.22762E+11,4.9841E+11,3.85802E+11,3.68827E+11,3.98394E+11,4.34167E+11
Nepal,5033642384,5494252208,6007055042,6050875807,6330473097,7273938315,8130258041,9043715356,10325618017,12545438605,12854985464,16002656434,18913574371,18851513891,19271168018,20002968838,21410840909,21185922408,25180583770,29040398982
Nauru,,,,,,,,,20439158.42,39291316.03,44294212.93,49235796.71,72680074.93,103833367.7,108634964.6,117009639.2,99966636.16,102052700.5,113884908.4,125628504.3
New Zealand,58762260626,52623281957,53872425917,66627729311,88250885550,1.03905E+11,1.1472E+11,1.11609E+11,1.37316E+11,1.3328E+11,1.21339E+11,1.46584E+11,1.68462E+11,1.76194E+11,1.90784E+11,2.00834E+11,1.77208E+11,1.87854E+11,2.02591E+11,2.04924E+11
OECD members,2.68267E+13,2.73845E+13,2.71404E+13,2.83143E+13,3.16972E+13,3.52747E+13,3.7289E+13,3.93404E+13,4.30256E+13,4.55752E+13,4.26631E+13,4.47056E+13,4.80558E+13,4.79846E+13,4.86172E+13,4.9644E+13,4.68961E+13,4.77945E+13,4.98067E+13,5.26762E+13
Oman,15710148244,19507412224,19452015605,20142782835,21633810143,24763589077,31081924577,37215864759,42085305592,60905331599,48388296489,58642392718,67937581274,76689206762,78784395319,81076723017,68921456437,65941482445,70597919376,79276723017
Other small states,80843311483,91477185767,90955180963,98101207751,1.22018E+11,1.52075E+11,1.84921E+11,2.17723E+11,2.66542E+11,3.26857E+11,2.79807E+11,3.25676E+11,4.02076E+11,4.21828E+11,4.36749E+11,4.49203E+11,3.71882E+11,3.67309E+11,4.05663E+11,4.52306E+11
Pakistan,62973855719,73952374970,72309738921,72306820396,83244801093,97977766198,1.09502E+11,1.37264E+11,1.52386E+11,1.70078E+11,1.68153E+11,1.77166E+11,2.13587E+11,2.24384E+11,2.31219E+11,2.44361E+11,2.70556E+11,2.78655E+11,3.04567E+11,3.14588E+11
Panama,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440300000,34686200000,40429700000,45600000000,49921500000,54091700000,57957600000,62283800000,65055100000
Peru,50187324568,51744749133,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00789E+11,1.89805E+11,1.91896E+11,2.11007E+11,2.22045E+11
Philippines,82995145793,81026300310,76262072467,81357605642,83908206648,91371242495,1.03072E+11,1.22211E+11,1.4936E+11,1.74195E+11,1.68335E+11,1.99591E+11,2.24143E+11,2.50092E+11,2.71836E+11,2.84585E+11,2.92774E+11,3.04898E+11,3.1362E+11,3.3091E+11
Palau,,146113700,156737100,163026600,153761900,164886100,184468800,189028900,194630300,198024400,183369300,183498800,193143900,211103300,223388400,243147000,280376100,300125600,286321800,283994900
Papua New Guinea,3477038204,3521339699,3081024212,2999511040,3536411824,3927157867,4865892972,8355006711,9545177005,11670840924,11619637816,14250755222,17984910496,21295659249,21261432775,23210682537,21723531182,20759069105,22742613549,23497607690
Poland,1.69718E+11,1.71886E+11,1.90521E+11,1.98681E+11,2.17513E+11,2.55102E+11,3.06125E+11,3.44749E+11,4.29064E+11,5.33816E+11,4.39796E+11,4.79321E+11,5.28832E+11,5.00361E+11,5.24234E+11,5.45389E+11,4.77577E+11,4.72028E+11,5.26216E+11,5.85664E+11
Pre-demographic dividend,2.11383E+11,2.40814E+11,2.37819E+11,2.8281E+11,3.22281E+11,3.94515E+11,4.92139E+11,6.2434E+11,7.5628E+11,9.53401E+11,8.60165E+11,1.01643E+12,1.18548E+12,1.31098E+12,1.43653E+12,1.53209E+12,1.34324E+12,1.23606E+12,1.31727E+12,1.32157E+12
Puerto Rico,57841000000,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,1.00352E+11,1.01565E+11,1.0245E+11,1.02446E+11,1.03376E+11,1.04337E+11,1.0425E+11,1.01131E+11
"Korea, Dem. People’s Rep.",,,,,,,,,,,,,,,,,,,,
Portugal,1.27427E+11,1.18311E+11,1.21499E+11,1.34156E+11,1.64862E+11,1.89035E+11,1.9718E+11,2.08582E+11,2.40191E+11,2.62345E+11,2.43702E+11,2.37881E+11,2.44797E+11,2.16237E+11,2.2637E+11,2.29596E+11,1.99314E+11,2.06286E+11,2.20811E+11,2.40675E+11
Paraguay,8837070236,8855705140,8495806432,7196260657,7691367471,9624440836,10737500188,13429430050,17856270473,24578067861,22341754514,27215968616,33715524704,33283228891,38585317743,40276532541,36164068797,36054281572,39008900332,40496953779
West Bank and Gaza,4271200000,4313600000,4003700000,3555800000,3968000000,4329200000,4831800000,4910100000,5505800000,6673500000,7268200000,8913100000,10465400000,11279400000,12476000000,12715600000,12673000000,13425700000,14498100000,14615900000
Pacific island small states,3735824874,3449893382,3380977572,3554605630,4157497429,4796185849,5271640968,5538523376,6103609352,6533049013,5800571264,6434900058,7631695342,8103477898,8401992508,9126129404,8908674905,9315360628,10011104666,10381220343
Post-demographic dividend,2.58373E+13,2.62675E+13,2.60277E+13,2.71401E+13,3.04365E+13,3.38159E+13,3.55942E+13,3.74644E+13,4.08758E+13,4.3212E+13,4.07204E+13,4.24722E+13,4.56092E+13,4.55573E+13,4.60067E+13,4.69491E+13,4.44271E+13,4.54052E+13,4.72729E+13,5.00903E+13
French Polynesia,3797016069,3447543138,,,,,,,,,,,,,,,,,,
Qatar,12393131868,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.1527E+11,97798351648,1.25122E+11,1.67775E+11,1.86834E+11,1.98728E+11,2.06225E+11,1.6174E+11,1.51732E+11,1.66929E+11,1.91362E+11
Romania,35952781582,37253259017,40394824679,46066101951,57806506024,74972669057,98452791983,1.22023E+11,1.74585E+11,2.14314E+11,1.74104E+11,1.66225E+11,1.83443E+11,1.71196E+11,1.90949E+11,1.99627E+11,1.77893E+11,1.88494E+11,2.11695E+11,2.39553E+11
Russian Federation,1.95907E+11,2.5971E+11,3.06602E+11,3.4547E+11,4.30348E+11,5.91017E+11,7.64017E+11,9.89931E+11,1.29971E+12,1.66085E+12,1.22264E+12,1.52492E+12,2.05166E+12,2.21026E+12,2.29713E+12,2.05998E+12,1.36359E+12,1.28272E+12,1.57862E+12,1.65755E+12
Rwanda,1817654508,1734938652,1674685248,1677552332,1846198771,2088961969,2581313486,3194248866,3875655218,4924731466,5450464409,5849863213,6646901208,7428848122,7621924854,8016593394,8277614581,8475622319,9140429058,9508715596
South Asia,5.98385E+11,6.22358E+11,6.38696E+11,6.70029E+11,7.82487E+11,9.07307E+11,1.04003E+12,1.19609E+12,1.50419E+12,1.52747E+12,1.68346E+12,2.06078E+12,2.27184E+12,2.29733E+12,2.35713E+12,2.58182E+12,2.69726E+12,2.91999E+12,3.34711E+12,3.45242E+12
Saudi Arabia,1.61717E+11,1.89515E+11,1.84137E+11,1.89606E+11,2.15808E+11,2.58742E+11,3.2846E+11,3.769E+11,4.15965E+11,5.19797E+11,4.29098E+11,5.28207E+11,6.71239E+11,7.35975E+11,7.46647E+11,7.5635E+11,6.5427E+11,6.44936E+11,6.88586E+11,7.86522E+11
Sudan,10682045258,12257418326,13182979784,14803189093,17646503525,21457470203,26524538566,35822408612,45898948564,54526580232,53150209168,65634109237,67327289320,68125631150,72065940086,82151588419,96741742022,95558220777,1.23053E+11,40851536134
Senegal,6512207622,5924239701,6174898370,6752510283,8683229268,10167441854,11022821632,11847848225,14285970085,16949789465,16248212852,16215069256,17878780185,17825417949,18960182371,19770840286,17767704597,19027392876,21081669870,24129599552
Singapore,86284660767,96074477958,89794943350,92537752709,97645448284,1.15035E+11,1.27808E+11,1.4863E+11,1.80942E+11,1.93612E+11,1.94152E+11,2.39809E+11,2.79351E+11,2.95087E+11,3.07576E+11,3.14851E+11,3.08004E+11,3.18068E+11,3.38406E+11,3.64157E+11
Solomon Islands,482214092.3,435103853.5,400463452.1,341661643.6,332738245.9,375111894.9,413909879.3,456705434,516074229,608229326.7,597765363.1,681151193.5,932725583.3,1063879446,1129787198,1172268301,1154650069,1230459710,1309631135,1395608472
Sierra Leone,669384768.9,635874002.2,1090467712,1253340520,1385810072,1448536631,1650494367,1885112202,2158496873,2505458705,2453899847,2578026297,2942546781,3801862611,4920343195,5015157816,4218723875,3674794530,3739577973,4085114794
El Salvador,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698001400,15999886400,17011750900,17986890000,17601620000,18448000000,20284000000,21386000000,21991000000,22593000000,23438000000,24154000000,24928000000,26057000000
San Marino,1215640315,1101897918,1160626398,1253529080,1600451467,1877328036,1958711603,2092585623,2488365727,2752307016,2363156432,2139072848,2054489853,1800077091,1865374403,1788510017,1523012088,1564380531,1632860041,
Somalia,,,,,,,,,,,,,,,3892402685,3963532309,4048860871,4198485404,4508845348,4720727278
Serbia,18409364147,6540247190,12267175481,16116843146,21188704081,24861483281,27683225959,32482070360,43170990616,52194221469,45162894381,41819468692,49258136129,43309252921,48394239475,47062206678,39628550869,40630392019,44120424392,50597289147
Sub-Saharan Africa (excluding high income),3.71884E+11,3.96328E+11,3.77895E+11,4.11949E+11,5.16663E+11,6.43996E+11,7.6426E+11,9.08643E+11,1.05616E+12,1.21088E+12,1.14991E+12,1.37053E+12,1.55207E+12,1.63968E+12,1.74638E+12,1.82936E+12,1.66243E+12,1.55521E+12,1.68976E+12,1.70836E+12
South Sudan,,,,,,,,,,14586253366,12231264525,14602072425,14907308934,11931472173,18426469030,13962212837,11997800751,,,
Sub-Saharan Africa,3.72512E+11,3.96946E+11,3.78522E+11,4.12652E+11,5.17373E+11,6.44839E+11,7.65183E+11,9.09663E+11,1.0572E+12,1.21185E+12,1.15076E+12,1.3715E+12,1.55314E+12,1.64074E+12,1.74771E+12,1.8307E+12,1.66381E+12,1.55664E+12,1.69126E+12,1.70995E+12
Small states,1.165E+11,1.29153E+11,1.29609E+11,1.38667E+11,1.65721E+11,2.00133E+11,2.39109E+11,2.77903E+11,3.33579E+11,4.02512E+11,3.4378E+11,3.95383E+11,4.78093E+11,5.00575E+11,5.17157E+11,5.31272E+11,4.52389E+11,4.44683E+11,4.85229E+11,5.36147E+11
Sao Tome and Principe,,,75951127.73,85171074.21,102085766.5,114582285.8,136450661.3,142775106.8,149146923.1,188021168.8,187821029,197454052.1,233213521.7,252560556,302925488.1,348941656.4,318265835.3,347545391.8,375040173.8,422296762.3
Suriname,886290697.7,947671969.7,834279357.8,1093574468,1274190311,1484092538,1793388732,2626380435,2936612022,3532969035,3875409836,4368398048,4422276622,4980000000,5145757576,5240606061,4787367928,3166040523,3068766110,3590753769
